lyrics,is_drake
"[Produced by Jimmy Johnson & Eric Dingus]

[Bridge 1]
It's over, it's over, yeah, I'm leaving, I'm gone
I can't stay here no more, and I can't sleep on the floor
Man, I'm leaving, I'm leaving, you know I got my reasons
Yeah, I'm leaving, yeah, I'm leaving, yeah, I'm leaving, I'm gone
I'm leaving, I'm gone, had to knock down the wall
Yeah, I swear to God that I'm gone, I'm leaving, I'm leaving
No looking back when I'm gone, no looking back when I'm gone
No more, no more, no more, no more, no more

[Chorus]
No more, no more, no more
No more, no more, no more
No more, no more, no more
No more, no more

[Verse 1]
It's over, it's over, yeah, I'm leaving, I'm gone
I've been doing this wrong, I've been here for too long
I'm leaving, I'm leaving, you know I got my reasons
Yeah, I'm leaving, I'm leaving, I'm leaving, I'm gone
I'm leaving, I'm gone
I don't wanna miss the boat, I don't wanna sit in coach
I don't wanna sit at home, I gotta get where I'm going
I'm afraid that I'ma die before I get where I'm going
I know I'ma be alone, I know I'm out on my own
I just gotta hit the road, I just gotta know the road
I just gotta hit the road, I just gotta know the road
I just gotta know the road

[Bridge 2]
Something to say, then say that then
I just been out and bad from way back when
I can't be out here on no laid back shit
I can't be out here on no laid back shit
You got something to say, then say that then
I just been out and bad from way back when
I gotta get on the road, I gotta get on the road
I ain't looking back no more, no, no, no
No more, no more, no more

[Chorus]
No more, no more, no more
No more, no more, no more
No more, no more, no more
No more, no more

[Verse 2]
I gotta go out and get it, want you to know what I did
Want you to know how it went
That's why I keep telling you over and over again
Just let me go
Just let me go, let me bring it home to you
Just let me go, let me bring it home to you
Now and forever, I'll bring it home to you
Just let me go, let me bring it home
Let me go, let me bring it home to you
Let me go, let me bring it home to you
Let me go, let me bring it home
Now and forever, I'll bring it home to you
Let me go, let me bring it home to you
Let me go, let me bring it home to you
Now and forever, I'll bring it home
Now and forever, I'll bring it home",1
"[Verse 1: Drake]
I got some shit for you to come and get
I'm at the St. Regis up on Briar Oaks
Hit me when you done your shift
Wooh, I see you doin' well, baby
Oh, you pullin' shit together, I can tell, baby
Is you single or what? I need a girl from the country
I need a girl from Kentucky, I need a shawty from Houston
I need a girl who gon' love me
I need a girl who gon' trust me, someone to fuck me
Someone to make me feel lucky
Someone that's so proud to be with me
She walk right up to her ex, look him dead in the face
And say, ""You ain't got the juice like that
You ain't got the juice like that""
That's cold, ice cold, girl you ain't have to do him like that
Why you had to do him like that?
Gotta come through quick, quick
Oh you at the club cashin' out with Eric
Then hit me when you done your shift
I know a girl I should propose to
But we just on some different shit
She on some up at 9AM already cookin' in the kitchen shit
And lately we've been fightin'
On some ""why-you-love-these-strippers?"" shit
Yeah, she workin' with the spatula, I know she love flippin' shit, oh!
Oh, me, I don't deserve it (at least you fuckin' know it)
She's just a little too perfect, she's just a little too worth it
I don't deserve her at all, no not at all
I only text her, man, I never call
I'm still a canine at heart, I'm a dog
Yeah, that's why you gotta come through quick, quick
I'm posted at the Derek up on Westheimer
Hit me when you're done your shift, yeah

[Chorus: Drake]
I need some company, I need some company
I need you to take my mind off being in my prime
Some company

[Interlude: Travis Scott]
I'm a dog, I'm in heat baby, heat baby
I'm a dog, I'm in heat baby
I'm a dog, I'm a dog, I'm in heat baby
I'm in heat baby...
Mo City trip! Mo City trip right now! Yeah
I'm on a Mo City trip, I'm on a Mo City trip right now
Ayy, ayy, a Mo City trip right now
Mo City trip, I'm on a Mo City trip right now

[Verse 2: Travis Scott]
It's a couple faces in here that a nigga piped down
So let's go find a place that we can sip right now
Tour 'round the city, it's the shit right now
It's kinda lit right now that you're here right now
Pop a couple percs let's get it in right now
Saturday nights, off in my bed right now
Call up your girl and put them heels on
It's gettin' rowdy, rowdy right now, yeah
I'm on a Mo City trip, I'm a dog
I'm a dog, I'm in heat baby, heat baby
I'm a dog, I go ham, I'm a hog
Bitch so bad, coulda thought I owed her somethin'
By the way I broke her off (Broke her off)
When she get too on, we take it off (Take it off)
Drank so long, for a year I didn't cough (Cough)
Fantasizin' and fistin' and switchin' up positions (Straight up!)
Do you mind if we just menage just a little? (La Flame!)

[Outro: Travis Scott]
Mo City trip right now, Mo City trip right now
Mo City trip right now",1
"[Intro]
Rider shit

[Verse 1]
Having conversations with mama, man, my life is a mess
Ain't been returning the texts, so she been reading the press
She got Google Alerts, them shits go straight to her phone
She worry 'bout me from home, you know she raised me alone
She said, ""I heard you back with you know who""
I told her, ""girl, I'm always back with you know who,"" yeah
And she like, ""Who are we kidding? You're 27, you're just being you
You're your father's child, man, thank God you got some me in you""
At least I always, at least I always see it through
At least I'm always being true to what you taught me
Retired teacher, but your words still got me evolvin'
Never get sloppy drunk, but alcohol is problem solvin'
And look I hate it when you hate on all my girlfriends
And assistants always convinced that there's someone better
Like that girl from your gym who trains you
I know you wanna arrange it, you told me she's free Thursday
And I'm sure that she's an angel, but she don't want this life
The timing ain't right
Maybe one day, but even one day with us is the time of her life
We do things that people pay to document
You got the sweetest heart
But I'm not here to give out compliments
Or boost nobody's confidence, momma
I got no friends in this, momma
I don't pretend with this, momma
I'on joke with this, momma
I pull the knife out my back and I cut they throat with it, momma
I'm Game of Thrones with it, momma
I'm Home Alone with it, momma
I'm t-
I really hate using this tone with you, momma
I really hate gettin' aggressive on this phone with you, momma
I really hate wasting your time to check a clone or two, momma
It's just they cloning me, momma
Them niggas wannabes, momma
Its like - I'm the one they wanna be, momma
I just- I- I can't be out here being vulnerable, momma
I mean I kill 'em every time they do a song with me, momma
I sing a hook they sing along with me, momma
What more they want from me, momma?
Yeah, this is a crazy life
But you and the six raised me right
""Don't ever take advice,"" that was great advice

[Refrain]
You and the six raised me right, that shit saved my life

[Verse 2]
Yeah!
Having conversations with momma, we start talkin' 'bout dad
You know he dropping a single, he saying this is his window
That nigga still wearing linen, that nigga still in the club
Call him after we get off the phone and show him some love
That nigga Memphis for real, girl, he love you to death
He made mistakes throughout his life that he still doesn't accept
But he just want our forgiveness, and fuck it, look how we're living
I'm content with this story, who are we not to forgive him?
At least I been to a prison, at least I know what it's like
I used to rap on the phone with one of his friends doing life
And now I got me a Grammy, that could be part of the reason
Let's just call this shit even, we got some things to believe in
Do you remember back to Weston Road, Scarlett Road?
Hangin' with Aaron Bell and Reny
Shit could've gone south for me, he looked out for me, ma
He never let me do drugs
He let me shoot a gun one summer, but out there everyone does
He made me listen to his music, old music, soul music
Shit that can only be created if you go through it
I used to get teased for being black
And now I'm here and I'm not black enough
'Cause I'm not acting tough
Or making stories up 'bout where I'm actually from, yeah
But I just roll with it, momma, rolling stone with it, momma
Gotta be careful around Rolling Stone
Or anyone that's tryna throw stones at me, momma
I'm not condoning it, momma
They will not tear nothing down, I built this home for you, momma
Know I don't call enough, momma
I just been working with so little time for personal, momma, yeah
Hard labor let me pay the price

[Refrain]
You and the six raised me right, that shit saved my life",1
"[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do

[Verse 1: Drake]
These days, I'm lettin' God handle all things above me
The things I can't change are the reason you love me
Listen, you can hear them callin' my name
I'm all over the place, I can't sit in one place
I'm not ashamed at all
Still findin' myself, let alone a soulmate, I'm just sayin'
Feel like we one and the same, our relationship changed
That or it never existed
Whenever they say somethin' 'bout us you listen
But fuck what they talkin' about on your timeline
That's cuttin' all into my time with you
Fuck what they talkin' about on your timeline
That's cuttin' all into my time with you
My time with you, my

[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do

[Verse 2: Drake]
She said you're my everything
I love you through everything, I done did everything to her
She forgave me for everything, this a forever thing
Hate that I treat it like it's a whatever thing
Trust me, girl, this shit is everything to me
She from the jungle, she from the jungle
I take somebody else's car, drive there undercover
This shit is everything to me, this shit is everything
Don't know where we stand, I used to hit you 'bout everything

[Bridge: Drake]
Are we still good? Are we still good?
Are we still good? Are we still good?
If I need to talk, are you around?
Are you down for the cause?
Are you down? Are you down? Are you down?
Are you down for the cause?

[Pre-Chorus: Drake]
Are you down? Are you down? Are you down?
Are you down for the cause?
You still down? You still down? You still down?

[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do

[Verse 3: Drake]
Yeah, these days these new girls, they got me nervous
They go to school and do bottle service
They can't decide, they keep switchin' majors
Being indecisive makes me anxious
Call your number and it's out of service

[Pre-Chorus: Drake]
Who can I call for your information?
What am I supposed to do
After we done everything that we've done?
Who is your replacement?
Are we still good? Are we still good?
Are we still good? Are we still good?

[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do",1
"[Intro]
Yeah
Yeah

[Verse]
Oh, you gotta love it, oh, you got—oh, you gotta love it
I heard what circulated, let's get to the bottom of it
I told 1da send me something and I got it covered
Somehow I always rise above it
Why you think I got my head in the clouds on my last album cover?
The game is all mine and I'm mighty possessive
Lil Wayne could not have found him a better successor
Every shot you see 'em take at me, they all contested
Allen Iverson shoe deal, these niggas all in question
Last night I went to sleep wanting more
Tryna decide what direction I should go towards
Some nights I wish I could go back in life
Not to change shit, just to feel a couple things twice
28 at midnight, wonder what's next for me
Longevity, wonder how long they'll check for me
Prolly forever if I stay in my zone
I speak on this generation, but can't change it alone
I heard a lil, lil homie talking reckless in Vibe
That's quite a platform you chose, you should've kept it inside
Oh, you tried? It's so childish calling my name on the world stage
You need to act your age and not your girl's age
It gets worse by the annual
My career's like a how-to manual, so I guess it's understandable, man
Oh, you gotta love it, you gotta love it, yeah
I know rappers that call paparazzi to come and get 'em
To show they outfits off, guess they need the attention
I remember when it used to be music that did it
But then again times have changed, man, who are we kiddin'?
I'm managed by my friends that I grew up with
I'd rather give that 15% to people I fuck with
If me and Future hadn't made it with this rappin'
We'd prolly be out in Silicon tryna get our billions on
But here we are, yeah
Lately, I feel the haters eatin' away at my confidence
They scream out my failures and whisper my accomplishments
Bitches alter my messages like we had words
And stories 'bout my life hit the net like a bad serve
Bitter women I'm overtextin' are PMSing
Crazy this year—fuckin' with my image
I've been tryna reach the youth so I can save 'em this year
Fuck it, I guess I gotta wait 'til next year
And I heard someone say something that stuck with me a lot
'Bout how we need protection from those protectin' the block
Nobody lookin' out for nobody
Maybe we should try and help somebody or be somebody
Instead of bein' somebody that makes the news, so everybody can Tweet about it
And then they start to ""R.I.P."" about it
And four weeks later nobody even speaks about it
Damn, I just had to say my piece about it
Oh, you gotta love it—
But they scared of the truth so back to me showin' out in public, that's a hotter subject
I been whippin' Mercedes and nigga try to budget
I gotta make it back to Memphis to check on my cousins
Shout out to Ashley, Tasha, Bianca
Julia, Ericka, Southern America
Part of my heritage, pardon my arrogance
Part in my hair again, that's that comeback flow
Comeback flow, once I start it's apparent
I'm with a girl who ass is so big that's partly embarrassin'
But fuck all the blushin' and fuck your discussions and fuck all the judgement
Your content so aggressive lately, what's irkin' you?
Shit is gettin' so personal in your verses too
I wanna prove that I'm number one over all these niggas
Bein' number two is just being the first to lose
My city dictated music, nobody seein' us
Winter here already, but somehow I'm heatin' up
Been observin' the game and felt like I've seen enough
Let's drop a tape on these niggas, then we'll see wassup
Yeah, boy, you rappin' like you seen it all
You rappin' like the throne should be the three of y'all
""Best I Ever Had"" seems like a decade ago
Decadent flow and I still got a decade to go
Oh please, take it ease, where's the love and the peace?
Why you rappin' like you come from the streets?
I got a backyard where money seems to come from the trees
And I'm never ever scared to get some blood on my leaves
Phantom slidin' like the shit just hit a puddle of grease
I cook the beef well done on the double with cheese
Special order for anybody that's comin' for me
Shit, you probably flinch if somebody sneeze
You see they got me back talkin' like it's just 40, Oli, and me
Cuttin' all loose ends, I be the barber for free
I'm almost at four minutes goin' off on the beat
Feel like I'm in the Malibu that had the cloth on the seats
Man, oh, you gotta love it, yeah
And on top of that it's getting harder to eat
Rappers downgrading houses, putting cars on the lease
To think labels said they'd have a problem marketing me
And now it's everybody else that's getting hard to believe
But, man, oh, you gotta love it (Oh)
Yeah
And head to toe, I'm Prada covered (Whoop)
I know your girl well, just not in public
Blame the city, I'm a product of it
Young nigga from the city
You gotta love it

[Outro]
Yeah, gotta love it
*Laughs*
Yeah",1
"[Intro]
That's the shit I'm talking 'bout though, like you changed up, you don't even fuckin' link nobody no more, you just dash me away like a cyattie. Yo, you cheesed me dog

[Verse 1]
Always felt like my vision been bigger than the bigger picture
Crazy how you gotta wait until it's dark out to see who really with you
Crazy how even when it miss you
Shit'll come back around and get you
Crazy like all my niggas, crazy like all my niggas
Remember I deleted all my other girls' numbers out the phone for you?
Remember when you had to take the bar exam
I drove in the snow for you? Yeah
You probably don't remember half the shit a nigga did for you, yeah

[Chorus]
Yeah, you ain't really fuck with me way back then
But how 'bout now? (Now)
'Cause I'm up right now (I'm up right now)
And you stuck right now (Stuck right now)
Oh, you thought you had it all figured out back then
But how 'bout now? (Now)
'Cause I'm up right now (I'm up right now)
And you stuck right now, yeah (Stuck right now)
You thought the little effort that you put in was enough, girl
How 'bout now? Yeah
Girl, how 'bout now, how 'bout now, girl?
What about now, girl, how 'bout now?

[Interlude]
My heart belongs to you...

[Verse 2]
Yeah, always been daddy's little angel
I bought your dad a bunch of shit for Christmas
He ain't even say thank you
I had no money left from actin', I was focused on the music
I used to always try and burn you CDs of my new shit
You be like ""who's this?"" I be like ""me, girl""
You be like ""oh, word, true shit?""
Then ask if we could listen to Ludacris
Them car rides made me feel like I was losin' it
Yeah, made me feel I ain't have it like that
Or I was average like that
Started drinkin' way more than I used to
People form habits like that, girl
Yeah, man enough to tell you I was hurt that year
I'm not even Christian, I still went to church that year
Guess I just had to pretend that year
I ain't even see my friends that year
Places that I should've been

[Chorus]
Yeah, you ain't really fuck with me way back then
But how 'bout now? (Now)
'Cause I'm up right now (I'm up right now)
And you stuck right now (Stuck right now)
Oh, you thought you had it all figured out back then
Girl, how 'bout now? (Now)
'Cause I'm up right now (I'm up right now)
And you stuck right now, yeah (Stuck right now)
You thought the little effort that you put in was enough, girl
How 'bout now? Yeah
Girl, how 'bout now, how 'bout now, girl?
What about now, girl, how 'bout now?

[Outro]
My heart belongs to you
Whatever you need, there's nothin' I won't do
Whatever you need, there's nothin' I won't do
Whatever you need, there's nothin' I won't do
Whatever you need, there's nothin' I won't do",1
"[Intro]
Yeah, that's about it
This shit sound like what being rich feel like, fo real
This life shit is everywhere, you can't control it
Too much going on
Too much, too much, too much
Too much, too much, too much
You, you, you
Make me wanna take you down through there
Make me wanna take you down through there
I'll take it there

[Chorus 1]
Why you never come to where I stay?
Always hiding out in your New York condo
Why you never come to where I stay?
If anybody knows, girl, you know, I know
Why are we wasting our relationship on a relationship?
Why are we rushing and forcing it?—this isn't making sense
Why are we focused on things
That don't even mean nothing, girl?
Why can we not find the time
And sit down and discuss it, girl?
Let me at least tell you my side of things, man
Aw, man, aw, man, aw, man

[Verse]
Me and you are playing house
Start thinking that I'm losing touch
Got a tight grip on you now
Maybe I should loosen up
When I leave you and I go home
I start forgetting what it is
Start to think I got to get it how I live
We too busy for a wedding or a kid
If I'm working then I know you working
Keep in touch with other women
'Cause you make me nervous
I empower girls that don't deserve it
I don't mean to do that shit on purpose
It's just that when I go home
I start forgetting what it is
The dream is over, I get lost up in the 6

[Chorus 2]
And you don't ever come to where I stay at
You just rather stay up in your New York condo
You don't ever come to where I stay at
If anybody knows, girl you know, I know
Why are we wasting our relationship on a relationship?
You know how sticky these situations get
You go up higher than me some days
You know what I think we could be some day
Let me at least show you my side of things, man
Aw, man, aw, man, aw, man",1
"[Produced by Noah ""40"" Shebib]

[Intro]
Yeah, alright, yeah

[Verse 1]
Comin' off the last record, I'm gettin' 20 million off the record
Just to off these records, nigga that's a record
I'm livin' like I'm out here on my last adventure
Past the present when you have to mention
This is nothin' for the radio, but they'll still play it though
Cause it's that new Drizzy Drake, that's just the way it go
Heavy airplay all day with no chorus
We keep it thorough, nigga, rap like this for all of my borough niggas
I reached the point where don't shit matter to me, nigga
I reached heights that Dwight Howard couldn't reach, nigga
Prince Akeem, they throw flowers at my feet, nigga
I could go a hour on this beat, nigga
I'm just as famous as my mentor
But that's still the boss, don't get sent for
Get hype on tracks and jump in front of a bullet you wasn't meant for
Cause you don't really wanna hear me vent more
Hot temper, scary outcome
Here's a reason for niggas that's hatin' without one
That always let they mouth run
Bench players talkin' like starters, I hate it
Started from the bottom, now we here, nigga, we made it
Yeah, Tom Ford Tuscan Leather smellin' like a brick
Degenerates, but even Ellen love our shit
Rich enough that I don't have to tell 'em that I'm rich
Self explanatory, you just here to spread the story, wassup

[Verse 2]
Sittin' Gucci Row like they say up at UNLV
Young rebel, Young Money nothin' you could tell me
Paperwork takin' too long, maybe they don't understand me
I'll compromise if I have to, I gotta stay with the family
Not even talkin' to Nicki, communication is breakin'
I dropped the ball on some personal shit, I need to embrace it
I'm honest, I make mistakes, I'd be the second to admit it
Think that's why I need her in my life, to check me when I'm trippin'
On a mission tryna shift the culture
Tell me who dissin', I got some things that'll hit the culprit
Them strep throat flows, them shits to stop all of the talkin'
All of the talkin', got one reply for all of your comments
Fuck what you think, I'm too busy, that's why you leave a message
Born a perfectionist, guess that makes me a bit obsessive
That shit I heard from you lately really relieved some pressure
Like ayy, B I got your CD, you get an E for effort
I piece letters together and get to talkin' reckless
Owl chains like credentials, you know you see the necklace
My life's a completed checklist
I'm tired of hearin' 'bout who you checkin' for now
Just give it time, we'll see who's still around a decade from now
That's real

[Verse 3]
How much time is this nigga spendin' on the intro?
Lately I've been feelin' like Guy Pearce in Memento
I just set the bar, niggas fall under it like a limbo
The family all that matters, I'm just out here with my kinfolk
Off everything my pen wrote we went from Bundy to Winslow
This for shorty up on Glengrove who love when I catch my tempo
I sip the Pora and listen to Cappadonna (Talk to 'em)
The fresh prince, just had dinner with Tatyana, no lie
All these 90's fantasies on my mind
The difference is that with mine, they all come true in due time
I might come through without security to check if you're fine
That's just me on my solo like fuck it, like YOLO
Wanted to tell you, ""Accept yourself""
You don't have to prove shit to no one except yourself
And if you end up needin' some extra help, then I could help
You know, back on your feet and shit
Tryna get my karma up, fuck the guilty and greedy shit
How much time is this nigga spendin' on the intro?
How this nigga workin' like he got a fuckin' twin though?
Life is soundin' crazy, 40 on Martin Scorsese
And I wouldn't change a thing if you paid me, now real nigga wassup
How much time is this nigga spendin' on the intro?

[Outro]
If there's hell below. I'll see you when you get there. Are you enjoyin' yourselves? If we may we'd just like to close off with somethin' a bit inspirational. Hopefully something a bit relevant as to us all are having the same fears, shedding similar tears, and of course dying in so many years. It don't mean that we can't have a good life. So we'd like to just maybe close out with something, some food for thought, for all of us",1
"[Produced by Noah ""40"" Shebib and Hagler/Co-Produced by Jake One]

[Verse 1]
Somewhere between psychotic and iconic
Somewhere between I want it and I got it
Somewhere between I'm sober and I'm lifted
Somewhere between a mistress and commitment
But I stay down, girl I always stay down, get down, never lay down
Promise to break everybody off before I break down
Everyone just wait now, so much on my plate now
People I believed in they don't even show they face now
What they got to say now? Nothin' they can say now
Nothin' really changed but still they look at me a way now
What more can I say now? What more can I say now?
You might feel like nothin' was the same

[Chorus]
I still been drinkin' on the low, mobbin' on the low
Fuckin' on the low, smokin' on the low
I still been plottin' on the low, schemin' on the low
The furthest thing from perfect like everyone I know
I just been drinkin' on the low, mobbin' on the low
Fuckin' on the low, smokin' on the low
I just been plottin' on the low, schemin' on the low
The furthest thing from perfect like everyone I know

[Verse 2]
And I hate that you don't think I belong to ya
Just too busy runnin' shit to run home to ya
You know that paper my passion
Bittersweet celebrations, I know I can't change what happened
I can't help it, I can't help it, I was young and I was selfish
I made every woman feel like she was mine and no one else's
And now you hate me, stop pretendin', stop that frontin', I can't take it
Girl don't treat me like a stranger, girl you know I seen you naked
Girl you know that I remember, don't be a pretender
Gettin' high at the condo, that's when it all comes together
You know I stay reminiscing and make-up sex is tradition
But you been missin' girl and you might feel like nothin' was the same

[Chorus]
I still been drinkin' on the low, mobbin' on the low
Fuckin' on the low, smokin' on the low
I still been plottin' on the low, schemin' on the low
The furthest thing from perfect like everyone I know
I just been drinkin' on the low, mobbin' on the low
Fuckin' on the low, smokin' on the low
I just been plottin' on the low, schemin' on the low
The furthest thing from perfect like everyone I know

[Beat Switch]

[Bridge]
Drinkin', smokin', fuckin', plottin'
Schemin', plottin', schemin', gettin' money
Drinkin', fuckin', smokin', plottin'
Schemin', plottin', schemin', gettin' money

[Verse 3]
Uh, this the life for me
My momma told me this was right for me
I got 'em worried, like make sure you save a slice for me
I should have Spoons serve you up with a fork and knife for me
Your actions make us doubt you
Your lack of effort got me rappin' different
This the shit I wanna go out to
Play this shit at my funeral if they catch me slippin'
Naked women swimmin', that's just how I'm livin'
Donate a million to some children, that's just how I'm feelin'
A nigga fillin' up arenas, who the fuck could see us?
I had to Derrick Rose the knee up before I got the re-up
Yours truly, the boy
I just build and build more, y'all niggas build to destroy
Y'all niggas party too much, man, I just chill and record
No filler, you feel it now if you ain't feel it before

[Outro]
Yes, Lord, this the shit I wanna go out to
Yeah yeah, this the shit I wanna go out to",1
"[Produced by Mike Zombie]

[Intro]
Started…
Zombie on the track

[Chorus]
Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now my whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now the whole team fuckin' here

[Verse 1]
I done kept it real from the jump
Livin' at my momma's house, we'd argue every month
Nigga, I was tryna get it on my own
Workin' all night, traffic on the way home
And my uncle callin' me, like, ""Where you at?
I gave you the keys, told you bring it right back”
Nigga, I just think it's funny how it goes
Now I'm on the road, half a million for a show, and we—

[Chorus]
Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now the whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga

[Verse 2]
Boys tell stories 'bout the man
Say I never struggled, wasn't hungry, yeah, I doubt it
Nigga, I could turn your boy into the man
There ain't really much out here that's poppin' off without us
Nigga, we just want the credit where it's due
I'ma worry 'bout me, give a fuck about you
Nigga, just as a reminder to myself
I wear every single chain, even when I'm in the house
Cause we—

[Chorus]
Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga

[Bridge]
No new niggas, nigga, we don't feel that
Fuck a fake friend, where your real friends at?
We don't like to do too much explainin'
Story stayed the same, I never changed it
No new niggas, nigga, we don't feel that
Fuck a fake friend, where your real friends at?
We don't like to do too much explainin'
Story stayed the same through the money and the fame
Cause we—

[Chorus]
Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now my whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga",1
"[Produced by Noah ""40"" Shebib]

[Chorus]
I just love when I'm with you, yeah, this shit is on ten
We used to be friends, girl, and even back then
You would look at me with no hesitation and you'd tell me baby, it's yours
Nobody else's, yeah, this shit belong to nobody, it's yours
Nobody else's, yeah, this shit belong to nobody and that
What made me think about the game, girl
And how I switched it up with a new thing
Young nigga came through on his Wu-Tang
And nowadays when I ask about who got it, they say it's yours
Nobody else's, yeah, this shit belong to nobody, it's yours
Nobody else's, yeah, this shit belong to nobody, it's yours
It's yours, it's yours, it's yours that's for sure, that's for sure (yeah)
It's yours, it's yours, it's yours, it's yours that's for sure, that's for sure

[Bridge]
How you feel about comin' home with a nigga for the night?
If you nervous, hit the lights, I know we only fuckin' out of spite
Cause your man don't do you right, do you right, I could fuck you so good
Then I hit you with the 9 a.m. in Dallas who you like, baby, who you like?

[Verse]
Machine gun raps for all my niggas in the back
Stadium packed, just glad to see the city on the map
I just gave the city life, it ain't about who did it first
It's 'bout who did it right, niggas looking like ""Preach""
Open cases on me for a half a million each
I find peace knowing that it's harder in the streets, I know
Luckily I didn't have to grow there
I would only go there cause niggas that I know there
I don't know what's getting into me, I just like the rush
When you see your enemy somewhere in the club and you realize
He just not in a position to reciprocate your energy
You ain't ever worried cause he's not who he pretends to be
People like Mazin who was a best friend to me
Start to become a distant memory, things change in that life
And this life started lacking synergy
And fuckin' with me mentally, I think it's meant to be
Yeah, paranoid, always rolling with my mothafuckin' boys
But you gotta understand when it's yours
They don't really leave your ass with a mothafuckin' choice, man

[Chorus]
I just love when I'm with you, yeah, this shit is on ten
We used to be friends, girl, and even back then
You would look at me with no hesitation and you'd tell me baby, it's yours
Nobody else's, yeah, this shit belong to nobody, it's yours
Nobody else's, yeah, this shit belong to nobody and that
What made me think about the game, girl
And how I switched it up with a new thing
Young nigga came through on his Wu-Tang
And nowadays when I ask about who got it, they say it's yours
Nobody else's, yeah, this shit belong to nobody, it's yours
Nobody else's, yeah, this shit belong to nobody, it's yours
It's yours, it's yours, it's yours that's for sure, that's for sure
It's yours, it's yours, it's yours that's for sure, that's for sure",1
"[Produced by Noah ""40"" Shebib & PARTYNEXTDOOR]

[Intro: PARTYNEXTDOOR]
Own it
It's yours
It's yours

[Verse 1: Drake]
Yours... You're still the one that I adore
Ain't much out there to have feelings for
Guess whose it is? Guess whose it is?
Guess whose it is? Guess whose it is? Yours
A few bottles on the table, a few waters
It ain't a secret, baby, everybody saw us
Guess whose it is? Guess whose it is?
Guess whose it is? It's yours
Next time we fuck, I don't wanna fuck, I wanna make love
Next time we talk, I don't wanna just talk, I wanna trust
Next time I stand tall, I wanna be standin' for you
And next time I spend I want it all to be for you
Peakin', I'm peakin'
Wake up with me this weekend, we can, oh
Guess whose it is? Guess whose it is?
Guess whose it is? It's yours

[Hook: PARTYNEXTDOOR]
Own it, own it, own it, own it, own it, own it, own it, own it
Own it, own it, own it, own it, own it, own it, own it, I said
Go own that shit, own that shit, own that shit, own that shit
Go and own that shit, own that shit, own that shit, you own that shit, go and
Own it, own it, own it, own it, own it, own it, own it, own it
Own it, own it, own it, own it, own it, own it, own it, I said
Go own that shit, own that shit, own that shit, own that shit
Go and own that shit, own that shit, own that shit, you own that shit, go and

[Verse 2: Drake]
Niggas talk more than bitches these days
Just let that shit sink in, ha!
Niggas talk more than bitches these days
Who could get the pussy quicker these days
Still straight with the weed and the liquor these days
Cause the new drugs got the kids trippin' these days
Bunch of journalists been searchin' for a story
My ex-girl been searchin' for a ""sorry""
Couple bitches tryna have me on the Maury
Like nigga it's yours, you should be supportin'
But where you been at? On tour, gettin' money
Y'all don't even really check for me
You ain't even hit me when that nigga had threats for me, girl
You don't love me, you just say that shit to get to me, girl
Cause you got the Batphone and my workline, you should call
When the last time you did somethin' for the first time?
You done done it all
I swear to God, niggas talk more than bitches these days
Got you thinkin' that I'm different these days
Broken telephone for every single conversation
By the time it gets to you, shit switches these days
It's yours, it's yours, it's yours, it's... it's always gonna be yours

[Outro: PARTYNEXTDOOR]
Own it, own it, own it, own it, own it, own it, own it, own it
Own it, own it, own it, own it, own it, own it, own it, I said
Go own that shit, it's yours, it's yours, own it, own it, own it, own it
Own it, baby, own it, it's yours, own that shit, own that shit, own that shit",1
